Candidate,Tweet,Year,Party
BernieSanders,"While 29 new people in America became billionaires, 119 million Americans have seen their income go down.",2020,Democrat
BernieSanders,Join our day of action today to support progressives running for office across the country:,2020,Democrat
BernieSanders,"While American households have lost $6.5 trillion in wealth and 50 million Americans have filed for unemployment, the wealth of 600 billionaires in America has gone up by $584 billion.",2020,Democrat
BernieSanders,"While Amazon refuses to provide paid sick leave to its workers and recently eliminated hazard pay for essential workers, the owner of Amazon, Jeff Bezos, has seen his wealth go up by $74 billion making him the wealthiest person in America with a net worth of $179 billion.",2020,Democrat
BernieSanders,I am once again asking you to wear a mask.,2020,Democrat
BernieSanders,Join our day of action on Saturday! Let’s continue the political revolution and expand our movement by electing strong candidates across the country.,2020,Democrat
BernieSanders,I stand with the workers and immigrants in New York fighting for a just coronavirus relief package and to #FundExcludedWorkers. We cannot get through this pandemic without protecting the most vulnerable among us.,2020,Democrat
BernieSanders,"While Americans pay, by far, the highest prices in the world for prescription drugs, Gilead is charging more than $3,000 for a COVID-19 drug that costs $10 to manufacture and was developed after receiving a $70 million grant from the federal government.",2020,Democrat
BernieSanders,We have got to transform our priorities. We should not pass a $740 billion defense budget at a time when so many are struggling.,2020,Democrat
BernieSanders,".
@CoriBush
 is a true progressive who we can trust to stand with working people and take on the corporate elite of this country.",2020,Democrat
BernieSanders,"We must change our priorities. Add your name to say you support a 10% cut in annual Pentagon spending to allow for investments in jobs, education, health care and poverty reduction in America’s most vulnerable communities.",2020,Democrat
BernieSanders,"We must reduce the military budget by 10% and use that $74 billion in savings to invest in communities ravaged by extreme poverty, mass incarceration, decades of neglect and the COVID-19 pandemic.",2020,Democrat
BernieSanders,"My Senate colleagues have a fundamental choice:

Vote to spend more money on endless wars while failing to provide economic security to millions of Americans.

Or vote to spend less on weapons and cost overruns, and more to rebuild struggling communities in their home states.",2020,Democrat
BernieSanders,Today we have a president who does not believe in democracy. A president cannot send troops wherever he wants to quash dissent.,2020,Democrat
BernieSanders,"“Every gun that is made, every warship launched, every rocket fired signifies, in the final sense, a theft from those who hunger and are not fed, those who are cold and are not clothed.” -President Eisenhower

We must cut the Pentagon budget by 10%.",2020,Democrat
BernieSanders,"As coronavirus infections, hospitalizations and deaths are surging to record levels across America, the Republican Senate has decided to provide more funding for the Pentagon than the next 11 nations’ military budgets combined. Simply outrageous.",2020,Democrat
BernieSanders,"In 2018, Floridians overwhelmingly voted to re-enfranchise felons. The outrageous poll tax passed in response to that referendum is racist voter suppression at its worst. Voting is a right, not a privilege. These attacks on Americans’ constitutional rights have got to end.",2020,Democrat
BernieSanders,John Lewis inspired millions to fight for justice. His courage helped transform this country. He won’t ever be forgotten by those who believe America can change when the people stand together and demand it. Our thoughts are with his loved ones.,2020,Democrat
BernieSanders,Let’s use the Defense Production Act and get every American the masks they need.,2020,Democrat
BernieSanders,"Today as we mark the 30th anniversary of the Americans with Disabilities Act, we must continue the work to make sure every American is afforded the fundamental right to dignity, independence, and financial security.",2020,Democrat
BernieSanders,Today I stand with workers across the country who are participating in the #StrikeForBlackLives. Our job as a nation: eradicate all forms of racial injustice in every part of our society so that Black Americans can finally live in security and dignity.,2020,Democrat
BernieSanders,"While we supposedly don't have enough money to protect workers, children and the sick, hedge fund billionaires who lost out on their risky and reckless bets get trillions in secret bailouts. We must stop Wall Street bailouts and protect working families.",2020,Democrat
BernieSanders,"Trump wants to give wealthy businessmen a tax break to go out to fancy restaurants, but opposes nutrition assistance to millions of low-income Americans who are going hungry. Yes. Trump loves corporate socialism for his rich friends, unfettered capitalism for everyone else.",2020,Democrat
BernieSanders,"22 million people are in danger of eviction.

50 million have filed for unemployment.

This is not the time to spend more than the next 11 nations combined on the military.

Tell your senator to support my amendment to cut the military budget by 10% by calling 202-224-3121.",2020,Democrat
BernieSanders,"The fact that Jeff Bezos increased his wealth by $13 billion in 1 day during a pandemic, while his employees struggle to make ends meet and 50 million Americans are filing for unemployment, tells you a great deal about how our economy is rigged in favor of the billionaire class.",2020,Democrat
BernieSanders,"Last election, Trump sent troops to the border to stop the ""invasion."" This election, he is sending troops to Portland to stop ""anarchists."" Trump thrives on racism, hatred, divisiveness and fear-mongering. For the sake of our democracy, he must be defeated.",2020,Democrat
BernieSanders,"Trump has now concluded that wearing masks is a good idea. That's great. Tragically, for thousands who unnecessarily died, it's three months too late. We need a government that believes in science, not one undermining the CDC. For the health of our nation, Trump must go.",2020,Democrat
BernieSanders,"What if maybe, just maybe, instead of passing a $740 billion defense budget, the Senate used funds to create jobs and build:

-Affordable housing
-Schools
-Childcare facilities
-Community health centers
-Public hospitals
-Libraries
-Clean water facilities",2020,Democrat
BernieSanders,"During this pandemic Jeff Bezos saw his wealth increase by $74 billion.

Meanwhile, 50 million Americans are filing for unemployment, and millions face hunger, lack of health care and evictions.

Unacceptable!

We must create an economy that works for all, not just the very rich.",2020,Democrat
BernieSanders,"The U.S.A. is the only major country not to guarantee health care to all. If you're wealthy you can buy excellent care. If you're poor or working class, tough luck. You die younger and experience more illness and pain. Health care is a human right. We need Medicare for All.",2020,Democrat
BernieSanders,"Today, almost half of the Senate Democratic Caucus voted to cut Pentagon spending by 10% and invest in human needs. We'll continue building a movement which understands the importance of investing in working people, not spending more on defense than the next 11 nations combined.",2020,Democrat
BernieSanders,"In recent months 30 million workers have lost their jobs and their income. Many struggle to put food on the table. This week the Senate must pass a bill to fully extend unemployment benefits, provide a $2,000 monthly stipend and guarantee health care for the length of the crisis.",2020,Democrat
BernieSanders,"Against the wishes of state and local officials, unmarked federal agents in combat gear have invaded parts of Portland, Oregon. This is what a police state looks like.  These troops must be withdrawn immediately. We must defend the Constitution. We must defeat Trump.",2020,Democrat
BernieSanders,"Tens of millions of Americans have filed for unemployment and this is what the Republicans are offering? Instead, we should extend unemployment benefits, provide $2,000 a month to every American, and expand Medicare to all.",2020,Democrat
BernieSanders,"Rep. Ted Yoho should spend his time fighting for the thousands of Floridians who are about to lose unemployment benefits and face evictions, not denigrate and insult a champion of working families like 
@AOC
. We need more AOC and less Yoho in Congress.",2020,Democrat
BernieSanders,"It's time to rethink what we value as a society and to fundamentally transform our national priorities. 

Cutting the military budget by 10% and investing that money in human needs is a modest way to begin that process.

Let's get it done.",2020,Democrat
BernieSanders,Nothing is more morally grotesque than hedge fund managers using a pandemic as an opportunity to make windfall profits off a potential COVID-19 vaccine. Anyone using insider information on this vaccine must be prosecuted to the fullest extent of the law.,2020,Democrat
BernieSanders,"In the richest nation in the world, people are forced to risk their lives for starvation wages. That is a moral outrage. Every worker deserves a living wage and a safe workplace, especially in the middle of a deadly pandemic.",2020,Democrat
BernieSanders,"Amidst the many crises we face, we cannot ignore that the climate crisis is getting worse. Now is the time to end our dependence on fossil fuels and move to renewable energy. Now is the time for a Green New Deal.",2020,Democrat
BernieSanders,"In Portland, federal agents in combat gear pulled protesters off the street and jailed them without charge. That is what a police state is all about. Now is the time to defend our Constitution. Now is the time to come together and defeat Trump's authoritarian policies.",2020,Democrat
BernieSanders,"What a hypocrite. Elon Musk has received billions in corporate welfare from U.S. taxpayers. Now he wants to stop 30 million Americans who lost jobs from receiving $600 a week in unemployment benefits, while his wealth has gone up by $46.7 billion over the past 4 months. Pathetic.",2020,Democrat
BernieSanders,Because of Trump's ineptitude the pandemic is getting worse. He must be defeated.,2020,Democrat
BernieSanders,"Texas, vote for 
@SiegelForTexas
 tomorrow to help us continue our fight for Medicare for All, a livable planet and to get big money out of politics.",2020,Democrat
BernieSanders,Our job: put as much pressure as possible on Republican leaders to take action to help the American people right now.,2020,Democrat
BernieSanders,"Congratulations to 
@JosePGarza
 for winning the primary runoff to be Travis County’s next district attorney. We need progressive leaders everywhere who will reform our broken and racist criminal justice system, and I look forward to seeing José bring change in Texas.",2020,Democrat
BernieSanders,"We can keep winning races and electing progressives around the country, but we need your help. Join our #SummerOfAction and sign up to make calls today",2020,Democrat
BernieSanders,"I’m proud to endorse 
@Bonnie4Congress
 for re-election. Bonnie has always been a strong, progressive voice in the fight for the needs of working families. She understands health care is a human right and the importance of a Medicare for All, single-payer program to cover everyone.",2020,Democrat
BernieSanders,"Though the end result isn't what I or my supporters would've written alone, the task forces have created a good policy blueprint that will move this country in a much-needed progressive direction and substantially improve the lives of working families throughout our country. 2/3",2020,Democrat
BernieSanders,Sign up to join our day of action on Saturday! Let’s continue the political revolution and expand our movement by electing strong progressive candidates across the country.,2020,Democrat
BernieSanders,"The fact that our ""very stable genius"" president prefers to be briefed about the pandemic by a game show host on Twitter instead of scientists and doctors tells you everything you need to know about how clueless and pathetic the Trump administration is. Trump must be defeated.",2020,Democrat
BernieSanders,The change we need will not happen tomorrow. But it is important that we maintain our vision and continue to fight.,2020,Democrat
BernieSanders,She wants to create millions of good-paying jobs and rebuild our infrastructure and energy systems. She has been one of Trump’s strongest opponents in Congress. Her voice is important as we push forward with the important work of making a more fair and just America for everyone.,2020,Democrat
BernieSanders,"I look forward to working with Vice President Biden to help him win this campaign and to move this country forward toward economic, racial, social, and environmental justice. 3/3",2020,Democrat
BernieSanders,"I don’t have to tell anybody that these are really crazy times. 

But we cannot lose sight of the fact that we have a global climate crisis. 

And we cannot allow Congress to pass an outrageous $740 billion defense budget while neglecting the needs of our people.",2020,Democrat
BernieSanders,".
@IlhanMN
 is a woman of incredible strength. We need her leadership in Congress. I'm pleased to endorse her campaign for reelection.",2020,Democrat
BernieSanders,"“We need elected leaders who are going to stand for what is morally right. Who are going to stand up for humanity. That, at the end of the day, is what people in the community respond to.” ",2020,Democrat
BernieSanders,".
@KatrinaNation
 is absolutely right. We must change our priorities and invest in the needs of working Americans, not spend billions on our bloated defense budget.",2020,Democrat
BernieSanders,"This economic crisis is not ending soon.

Tens of millions of people have lost their jobs.

They should not lose their housing too.

There must be an immediate, nationwide moratorium on evictions, foreclosures, and utility shut-offs.",2020,Democrat
BernieSanders,"When people come together to stand up for justice, we win. 

Congratulations to the young people and community organizers who fought for this victory. 

Together, we'll end our dependence on fossil fuels and ensure a livable planet for Vermonters and all future generations.",2020,Democrat
BernieSanders,"Today I want to wish everybody a happy Fourth of July weekend. I hope that today, we take a look at where we have come from as a nation, the good and the bad, and where we want to go together in the future.",2020,Democrat
BernieSanders,"This month the Senate will vote on my amendment to cut the Pentagon's bloated $740 billion budget and invest in housing, health care, education and jobs in distressed communities here at home. I thank 
@chuckschumer
 for his support for this amendment and securing a vote on it.",2020,Democrat
BernieSanders,"Patients’ ability to get contraception shouldn’t be up to employers. It should be a decision between patients and their doctors. 

Health care—including birth control—is a right, not an employee benefit.

We must fight Trump’s rollback of these rights by passing Medicare for All.",2020,Democrat
BernieSanders,"Jane and I are deeply saddened to hear that Pamela Sue Rush has passed away. I will always carry with me what she showed us. She was a mother, an activist and an unyielding spirit. She will be deeply missed. But, as I promised, I will make sure her story is never forgotten.",2020,Democrat
BernieSanders,"The business model of the pharmaceutical industry is unfettered greed.

This is not the time for corporate profiteering of off death and suffering.

We must guarantee that coronavirus treatments and vaccines are free to all Americans.",2020,Democrat
BernieSanders,"It's always unacceptable for the U.S. to have more people in jail than any country on Earth, but especially so during a pandemic. During this crisis we must keep people out of jail who shouldn't be there and continue our fight to end mass incarceration.",2020,Democrat
BernieSanders,"We need to stop bipartisan support for a bloated military budget. While defense contractors make huge profits and we spend more on the military than the next 11 nations combined, doctors and nurses lack masks to help us fight COVID-19. Insane priorities.",2020,Democrat
BernieSanders,"Here's something we don't discuss much. Life expectancy is in direct correlation to income. If you're rich you're likely to live a much longer and healthier life than if you're poor. Poverty kills. Our job: build a health care system and economy that work for all, not just a few.",2020,Democrat
BernieSanders,"Trump rejects science on COVID-19. And thousands unnecessarily die. 

Trump rejects science on climate change. And the very future of the planet is at stake.

We cannot continue a government which rejects science.

This November, we must come together and reject Trump.",2020,Democrat
BernieSanders,"Trump is finally wearing a mask. Too little too late. 

His refusal to develop national pandemic policy based on science has led to widespread confusion and cost us many thousands of lives. 

Trump has rejected science. In November, we must come together and reject Trump.",2020,Democrat
BernieSanders,"Mitt Romney and I hold different opinions on virtually everything. But I agree with him strongly that Trump's commutation of Roger Stone's sentence is ""unprecedented, historic corruption."" The key political question of our time is: Where are all the other Republicans?",2020,Democrat
BernieSanders,"Millions of Americans lost jobs during the pandemic. Meanwhile, JP Morgan Chase—the largest bank in the country—announced its biggest quarterly revenue in history. At a time of massive income and wealth inequality we need an economy that works for workers, not just billionaires.",2020,Democrat
BernieSanders,"Should decisions on health care be determined by the patient? Or, should they be controlled by the whims of the employer? Today's Supreme Court decision makes it clear why health care is a human right, not an employee benefit, and why we must pass Medicare for All.",2020,Democrat
BernieSanders,"Tragically, Trump's rejection of science has led to the loss of tens of thousands of lives.

Per capita, in the U.S. COVID-19 has caused:

94 times more deaths than Australia
74 times more deaths than South Korea
53 times more deaths than Japan
2.8 times more deaths than Germany",2020,Democrat
BernieSanders,"Here's the state of our economy.

Over the last 30 years, the top 1% has seen an increase in  wealth of $22 trillion, while the bottom 50% has actually seen a decline in wealth.

We must fight for an economy that works for all, not just the few.",2020,Democrat
BernieSanders,"Trump commutes Roger Stone's sentence, while Black and Brown kids sit in jail. This is why we need major reform of a broken and racist criminal justice system. No more two-tier justice. Rich or poor, Black, white or Latino — we need ""equal justice under law.""",2020,Democrat
BernieSanders,"The temperature in Siberia is 100 degrees, wildfires are raging there and sea ice is melting. In the midst of all the other crises we face, we cannot forget climate change. We must transform our energy system away from fossil fuel to energy efficiency and sustainable energy. Now!",2020,Democrat
BernieSanders,"We spend $740 billion on the Pentagon, but somehow we don't have enough money to provide health care, housing and childcare to all Americans. My amendment to cut the defense budget by 10% would begin to change our priorities. It will be voted on in the Senate the week of July 20.",2020,Democrat
BernieSanders,"Politicians and the corporate media won't discuss it much but over the past 30 years the wealth of the top 1% has gone up by $22.65 trillion, while the wealth of the bottom 50% has gone down by $776 billion. This growing wealth inequality is a moral obscenity.",2020,Democrat
BernieSanders,"Trump may not understand it, but high-quality masks, distributed to every American household and produced in the U.S. through the Defense Production Act, will save many thousands of lives. I am fighting for that amendment in the Defense Authorization Act.",2020,Democrat
BernieSanders,"As the pandemic surges, Trump is more clueless, isolated and unhinged than ever. He is undermining Dr. Fauci, and believes that ""everyone is lying"" about COVID-19, including the CDC. For the sake of science and the health of our nation, Trump must be defeated.",2020,Democrat
BernieSanders,"It's summer. It's hot. It's vacation time. Sadly, the U.S. is the only major country not to guarantee any paid vacation or holidays. The result: 1 in 4 workers get no paid vacation time or holidays. This is outrageous. We need an economy that works for workers, not just owners.",2020,Democrat
BernieSanders,"Trump's pathological lying never stops. While he continues to tell us how great the ""recovery"" is doing, the pandemic surges and millions face hunger, eviction and loss of health care. Together, we'll defeat Trump. Together, we'll move this country in a very different direction.",2020,Democrat
BernieSanders,"Congratulations to the many Native Americans and advocates who struggled to defeat this terrible pipeline, which should never have been built. We must end our dependence on fossil fuels and stop putting corporate profits over Native American rights. The struggle continues.",2020,Democrat
BernieSanders,"While 
@JoeBiden
 and I, and our supporters, have strong disagreements about some of the most important issues facing our country, we also understand that we must come together in order to defeat Donald Trump, the most dangerous president in modern American history. 1/3",2020,Democrat
BernieSanders,"New York: Tuesday is Election Day!

Be sure to vote for these strong progressives who will help us transform the country into one that works for all, not just billionaires.",2020,Democrat
BernieSanders,"I’m proud to endorse 
@Bonnie4Congress
 for re-election. Bonnie has always been a strong, progressive voice in the fight for the needs of working families. She understands health care is a human right and the importance of a Medicare for All, single-payer program to cover everyone.",2020,Democrat
BernieSanders,We need to cut our military budget by 10 percent and invest that money in human needs.,2020,Democrat
BernieSanders,She wants to create millions of good-paying jobs and rebuild our infrastructure and energy systems. She has been one of Trump’s strongest opponents in Congress. Her voice is important as we push forward with the important work of making a more fair and just America for everyone.,2020,Democrat
BernieSanders,"What Tuesday’s election showed us is that the progressive movement is strong.

Together, we are effectively taking on big-money interests and the political establishment and transforming American politics.

Let’s keep fighting.",2020,Democrat
BernieSanders,"What Eugene Debs was about was changing public consciousness. That’s what we have to do today. 

We must say: we don’t accept a $740 billion defense budget, we don’t accept Americans dying because they can’t afford a doctor, we don’t accept people living without clean water.",2020,Democrat
BernieSanders,"When we say we have a rigged economy, that means billionaires getting richer during a pandemic while millions of people lose their jobs every week.",2020,Democrat
BernieSanders,"Join Bernie, 
@mrdannyglover
 and 
@NicholsUprising
 for a screening and discussion of the documentary, ""The Revolutionist: A Film on the Life & Times of Eugene V. Debs, Socialist Party Candidate for President for the United States.""",2020,Democrat
BernieSanders,"“We need elected leaders who are going to stand for what is morally right. Who are going to stand up for humanity. That, at the end of the day, is what people in the community respond to.” –",2020,Democrat
BernieSanders,"Trump expected tens and tens of thousands of people to show up for him in Tulsa.

Only 6,200 did.

I think there may be a sea change taking place around the country and people are catching on to the fraud that Donald Trump is.",2020,Democrat
BernieSanders,"I am proud to endorse Mayor 
@CarmenYulinCruz
 for governor of Puerto Rico.

There is no one who will fight harder or more diligently for Puerto Ricans.

If you’re able to, make a contribution to her campaign here:",2020,Democrat
BernieSanders,Jane and I want to take this opportunity to wish all the fathers in our country a Happy Father's Day. There is nothing more important than giving our kids the love and support they need.,2020,Democrat
BernieSanders,"Today I want to wish everybody a happy Fourth of July weekend. I hope that today, we take a look at where we have come from as a nation, the good and the bad, and where we want to go together in the future.",2020,Democrat
BernieSanders,"We need progressive leaders like 
@Booker4KY
 running for office, all over the country, at every level of government. That is how we carry on our movement to build a nation that is based on justice.",2020,Democrat
BernieSanders,"Happy #Pride to our LGBTQ+ family celebrating today. Fifty-one years after the Stonewall uprising, we remember the many LGBTQ+ activists who have fought for justice, equality and civil rights. The struggle continues and we stand with you.",2020,Democrat
BernieSanders,"Thank you 
@Booker4KY
 for running an inspiring campaign to fight for progressive issues and uplift the working people of Kentucky and the entire country. We look forward to seeing you lead the struggle for justice for years to come.",2020,Democrat
BernieSanders,"The business model of the pharmaceutical industry is unfettered greed.

This is not the time for corporate profiteering of off death and suffering.

We must guarantee that coronavirus treatments and vaccines are free to all Americans.",2020,Democrat
BernieSanders,"Last night was a big night for our movement.

There is still much to be done to create a government that works for all our people, not just the wealthy.

Let’s roll up our sleeves.

Let’s keep up the good work.

Let’s continue electing progressive candidates across this country.",2020,Democrat
BernieSanders,"At this pivotal moment, we must make a decision.

Do we want to spend billions more on endless wars, or do we want to provide decent jobs to millions of unemployed Americans?

Do we want to spend more on nuclear weapons or to invest in decent jobs, child care, and health care?",2020,Democrat
BernieSanders,"This is a major victory for reproductive rights. The Supreme Court has confirmed it over and over again: the decision to get an abortion is a constitutional right, whether extremist Republican legislators like it or not.
Quote Tweet
",2020,Democrat
BernieSanders,Congress must ensure that the treatment and the vaccine for coronavirus are free to all Americans. You should not have to go into debt to survive a pandemic.,2020,Democrat
BernieSanders,"When people in the world’s richest country turn on their taps, the water they drink should be clean.

Let us demand that Congress finally make the necessary investments in clean water for all Americans, putting human lives ahead of corporate profits",2020,Democrat
BernieSanders,"We need to stop bipartisan support for a bloated military budget. While defense contractors make huge profits and we spend more on the military than the next 11 nations combined, doctors and nurses lack masks to help us fight COVID-19. Insane priorities.",2020,Democrat
BernieSanders,"The rich continue to get much richer while workers suffer. Since the pandemic started, 643 billionaires have seen their wealth go up by $584 billion, while U.S. households have seen their wealth go down by $6.5 trillion and nearly 46 million have filed for unemployment.",2020,Democrat
BernieSanders,"A few days ago, temperatures within the Arctic Circle topped 100 degrees, shattering records. With so many unprecedented crises facing this nation and the world, we must never lose sight of the biggest existential threat facing the planet: climate change.",2020,Democrat
BernieSanders,"If this horrific pandemic has taught us anything, it is that national security means a lot more than building bombs, missiles, jet fighters, tanks, submarines and nuclear warheads.

National security also means doing everything we can to improve the lives of our people.",2020,Democrat
BernieSanders,"This crisis is far from over.

We absolutely must extend the $600 a week in expanded unemployment benefits that expires in July.

We cannot slash the incomes of millions of Americans by 50, 60, even 70 percent while the pandemic is still raging.",2020,Democrat
BernieSanders,"Rent is due for millions today, at a time when more than 45 million Americans have filed for unemployment.

We need to suspend rent and mortgage payments nationwide.

We also must extend the $600/week expansion of unemployment benefits, which expires at the end of the month.",2020,Democrat
BernieSanders,"The people in her district have spoken loudly and clearly about her leadership, her struggles for workers's rights, racial justice, climate change and many other issues. Taking on a well-funded opponent, Rep. Ocasio-Cortez won a landslide victory. Congratulations Alexandria.",2020,Democrat
BernieSanders,"Millions of Americans have lost their jobs and health insurance.

We should be empowering Medicare to cover all out-of-pocket health care costs.

Instead, Trump has made it a priority during a pandemic to throw millions more people off of their health coverage.

Unbelievable.",2020,Democrat
BernieSanders,"Just when you think Trump cannot be more vile or racist, he outdoes himself. This morning he shared a video in which a supporter of his yells, ""white power."" Let us stand together and make certain that this ""stable genius"" is defeated, and defeated badly, in November.",2020,Democrat
BernieSanders,"The temperature in Siberia is 100 degrees, wildfires are raging there and sea ice is melting. In the midst of all the other crises we face, we cannot forget climate change. We must transform our energy system away from fossil fuel to energy efficiency and sustainable energy. Now!",2020,Democrat
BernieSanders,"We spend $740 billion on the Pentagon, but somehow we don't have enough money to provide health care, housing and childcare to all Americans. My amendment to cut the defense budget by 10% would begin to change our priorities. It will be voted on in the Senate the week of July 20.",2020,Democrat
BernieSanders,"More Americans have died from the coronavirus than were killed fighting in World War I.

Tens of millions have lost their jobs and are in danger of eviction.

Now is the time to invest in jobs, education, housing and health care here at home, not a $740 billion defense budget.",2020,Democrat
BernieSanders,"Politicians and the corporate media won't discuss it much but over the past 30 years the wealth of the top 1% has gone up by $22.65 trillion, while the wealth of the bottom 50% has gone down by $776 billion. This growing wealth inequality is a moral obscenity.",2020,Democrat
BernieSanders,"In my view, the time is long overdue for us to take a hard look not only at the size of the Pentagon budget, but at the enormous amount of waste, cost overruns, fraud, and at the financial mismanagement that has plagued the Department of Defense for decades.",2020,Democrat
BernieSanders,"Trump's pathological lying never stops. While he continues to tell us how great the ""recovery"" is doing, the pandemic surges and millions face hunger, eviction and loss of health care. Together, we'll defeat Trump. Together, we'll move this country in a very different direction.",2020,Democrat
BernieSanders,"Trump denies science. The pandemic spreads. One way to help save lives and prevent illness is for Congress to pass my amendment which calls for the production and distribution of free, high-quality masks for every American household.",2020,Democrat
BernieSanders,"As a company, Gilead is now worth over $15 billion more than before the pandemic, in part because it expects to make enormous profits by charging over $3,000 for a drug they had already developed years ago.

Their greed must be stopped.",2020,Democrat
BernieSanders,"Congratulations to the many Native Americans and advocates who struggled to defeat this terrible pipeline, which should never have been built. We must end our dependence on fossil fuels and stop putting corporate profits over Native American rights. The struggle continues.",2020,Democrat
BernieSanders,"We need to reduce the military budget by 10% and use the savings to invest in distressed communities around the country that are experiencing extreme poverty, mass incarceration, deindustrialization and decades of neglect.",2020,Democrat
BernieSanders,"Today we must recommit to building a nation that is based on justice and to root out systemic racism wherever it exists. We must create a society that values and celebrates Black Americans. That is not the work of a single day, but of every day and every generation.",2020,Democrat
BernieSanders,"Congratulations to 
@AOC
 for winning her primary tonight! In less than two years, she has become a major leader in Congress on many important issues, and I look forward to continue working with her to achieve justice for all working people.",2020,Democrat
BernieSanders,"“Our foreign policy is focused on diplomacy... a global Green New Deal, understanding foreign policy through the lens of climate change, coming together with our allies to end the forever wars, create living wage jobs all over the world.”",2020,Democrat
BernieSanders,"“Having a progressive elected official in any area benefits the community... as it relates to a state attorney or a district attorney, it allows us to turn back the hands of time and undo the damage that’s been done from failed criminal justice policies.",2020,Democrat
BernieSanders,"New York: Tuesday is Election Day!

Be sure to vote for these strong progressives who will help us transform the country into one that works for all, not just billionaires.",2020,Democrat
BernieSanders,"Today is an opportunity to confront the systemic, institutionalized racism at the heart of America, as we see unprecedented levels of protests and activism across the country calling for an end to all forms of racism and violence toward Black Americans.",2020,Democrat
BernieSanders,"If we’re going to bring about transformative change in this country and take on powerful special interests, we must elect great candidates at the grassroots level.",2020,Democrat
BernieSanders,We are going to take the fight for justice from the streets into the halls of Congress.,2020,Democrat
BernieSanders,"The truth is that real change never happens from the top on down — it happens from the bottom on up.

Let’s do everything we can to elect progressives from one part of the country to the rest.",2020,Democrat
BernieSanders,"Understanding the horrors and lasting legacy of slavery is a critical step to making the changes we need in our world today, and that is why I believe we must make Juneteenth a federal holiday.",2020,Democrat
BernieSanders,"It is at once beautiful to see millions of people fighting for change, and heartbreaking that more than 150 years after the first Juneteenth celebration, Black Americans still face fundamental challenges to living in safety and dignity in this country.",2020,Democrat
BernieSanders,"What Tuesday’s election showed us is that the progressive movement is strong.

Together, we are effectively taking on big-money interests and the political establishment and transforming American politics.

Let’s keep fighting.",2020,Democrat
BernieSanders,"What Eugene Debs was about was changing public consciousness. That’s what we have to do today. 

We must say: we don’t accept a $740 billion defense budget, we don’t accept Americans dying because they can’t afford a doctor, we don’t accept people living without clean water.",2020,Democrat
BernieSanders,"Congratulations to Rick Krajewski, Nikil Saval, and other progressives who are winning elections at the state and local level. When we talk about the political revolution that means building power at every level of government.",2020,Democrat
BernieSanders,"Trump expected tens and tens of thousands of people to show up for him in Tulsa.

Only 6,200 did.

I think there may be a sea change taking place around the country and people are catching on to the fraud that Donald Trump is.",2020,Democrat
BernieSanders,"The ""Democratic Majority for Israel"" is a corporate/Republican-funded super PAC that runs ugly, negative ads against progressives. This is establishment big-money politics at its worst, and why we have to transform the Democratic Party.",2020,Democrat
BernieSanders,"As we celebrate #Juneteenth today and commemorate the abolition of slavery in the United States, we face a transformative moment for our nation and our world that cannot be ignored.",2020,Democrat
BernieSanders,Jane and I want to take this opportunity to wish all the fathers in our country a Happy Father's Day. There is nothing more important than giving our kids the love and support they need.,2020,Democrat
BernieSanders,"Rayshard Brooks, George Floyd and Breonna Taylor should be alive today. Now is not the time for more studies. Now is the time to hold racist and corrupt police officers and police departments accountable for their actions.",2020,Democrat
BernieSanders,"Trump’s decision to end DACA was one of the ugliest and cruelest decisions ever made by a president in modern history.

He lost.

Congratulations to DREAMers and all who fought to make this enormous victory possible.

The fight for justice continues!",2020,Democrat
BernieSanders,"Decent housing is a human right. In the midst of a pandemic and economic meltdown, working-class Americans shouldn't be forced into homelessness and despair. We must stop evictions NOW and build the millions of units of affordable housing the country needs",2020,Democrat
BernieSanders,"Last night was a big night for our movement.

There is still much to be done to create a government that works for all our people, not just the wealthy.

Let’s roll up our sleeves.

Let’s keep up the good work.

Let’s continue electing progressive candidates across this country.",2020,Democrat
BernieSanders,"At this pivotal moment, we must make a decision.

Do we want to spend billions more on endless wars, or do we want to provide decent jobs to millions of unemployed Americans?

Do we want to spend more on nuclear weapons or to invest in decent jobs, child care, and health care?",2020,Democrat
BernieSanders,"Two years ago, Amazon raised their minimum wage to $15 an hour. Today, Target raised their minimum wage to $15 an hour. Now Walmart, owned by the wealthiest family in America, must do the same. We must eliminate starvation wages in America.",2020,Democrat
BernieSanders,"When people in the world’s richest country turn on their taps, the water they drink should be clean.

Let us demand that Congress finally make the necessary investments in clean water for all Americans, putting human lives ahead of corporate profits.",2020,Democrat
BernieSanders,"The rich continue to get much richer while workers suffer. Since the pandemic started, 643 billionaires have seen their wealth go up by $584 billion, while U.S. households have seen their wealth go down by $6.5 trillion and nearly 46 million have filed for unemployment.",2020,Democrat
BernieSanders,"Walmart, our largest employer, is owned by the Waltons, the wealthiest family in America, who are worth nearly $200 billion. Unbelievably, in the last 3 years the family's wealth has gone up by over $70 billion. They can more than afford to pay all their workers at least $15/hr.",2020,Democrat
BernieSanders,The people are crying out against police brutality and murder; the pandemic is spreading around the country and over 30 million workers have lost their jobs. Yet the Do Nothing Republican Senate does nothing. I will be on the floor tomorrow. The Senate must act NOW.,2020,Democrat
BernieSanders,"A few days ago, temperatures within the Arctic Circle topped 100 degrees, shattering records. With so many unprecedented crises facing this nation and the world, we must never lose sight of the biggest existential threat facing the planet: climate change.",2020,Democrat
